排名,up主,视频链接,视频描述,三连量,播放量,排行分数,标签,标题,弹幕数
4260,螺旋嘎嘣屁,http://www.bilibili.com/video/av370703229,-,0,236,236,老八&&鬼畜素材,米老八,0
4320,NicolaFC,http://www.bilibili.com/video/av243264326,https://youtu.be/i05gKtHWjGY,1,228,228,波西米亚狂想曲&&鬼畜调教&&皇后乐队&&川建国&&特朗普&&蜜汁带感,波黑米亚狂想曲-川普Cover,4
4162,憨憨还是很憨,http://www.bilibili.com/video/av455768348,哈拉少哈拉哈拉哈拉少,3,251,251,伏特加&&俄罗斯&&新二&&猫灯伏特加&&雷霆嘎巴,猫灯伏特加，哈拉少，雷霆嘎巴，内容劲爆刺激，不来别后悔哦，宝贝儿。,3
4163,一只奥巴羊,http://www.bilibili.com/video/av413336787,张大仙:谁还不是一个宝宝？,3,251,251,张大仙&&玛卡巴卡&&鬼畜调教&&搞笑&&花园宝宝&&王者荣耀,【大仙宝宝】 仙卡巴卡,0
4164,七嘤卿,http://www.bilibili.com/video/av243031657,儒雅随和的结尾,12,251,251,bilibili新星计划&&鬼畜调教&&搞笑&&洗脑循环&&蜜汁带感&&玛丽医生&&dr mario&&鬼畜&&鸡你太美&&蔡徐坤,你 是 谁 啊 ？,1
4165,老阿宅了o,http://www.bilibili.com/video/av925634258,奥利给,2,250,250,bilibili新星计划&&花园宝宝&&老八&&奥利给,粑卡粑卡的蜜汁小汉堡,1
4166,博涵ak,http://www.bilibili.com/video/av710642259,"up主做了28个小时（估算）
vegas未响应无数次（我都哭了）
要个三连不过分吧（狗头保命）求求你们了！！
素材：
BF4城市运河树旁：@TheMellow
COD16：@MADWEN 
BF4雪地：不知道
战地4消波礁岸：@假期End",8,250,250,鬼畜调教&&自制&&鬼畜素材&&枪乐&&剪辑&&蜜汁带感&&音乐&&枪声音乐,up断手之作【枪声音乐】爽到爆炸的枪声音乐！百万特效！必带耳机！,2
4167,华为中端,http://www.bilibili.com/video/av668114549,第一次做视频。。。,1,250,250,华为&&乌仁吉&&荣耀V30&&鬼畜剧&&荣耀&&神医,【乌仁吉】雷人吉买荣耀20手机。雷大善人的反击,0
4168,SLEM_,http://www.bilibili.com/video/av498176578,自取,12,250,250,bilibili新星计划&&喇叭&&SB&&素材&&原版,喇叭原版,18
4169,箐薰,http://www.bilibili.com/video/av370827077,"点个赞好吗，宝贝！
爱你，么么哒！",22,250,250,《套路》&&孙笑川&&老八&&奥利给&&五五开&&卢本伟&&鬼畜配音&&抽象&&芦苇,芦耍川八记,8
4170,若耶Valenx,http://www.bilibili.com/video/av243221588,完 全 失 败,8,250,250,bilibili新星计划&&搞笑&&自制&&魔力红&&老八&&郭老师&&Maroon 5&&孙笑川,【郭老八】One more night,0
4171,Patrickギリ,http://www.bilibili.com/video/av925516797,"低创up，开学前的遗作了
BGM：All My Love（Sagan remix）
素材：
Cod12：EXP
Cod11：HMG
BF4：ETHO
PUBG：PC Gaming Videos
再见我的爱呀～",18,249,249,洗脑循环&&枪乐&&电音&&PUBG&&抖腿&&gun sync,【枪声音乐】我全部的爱，值得你投下你的硬币吗,1
4148,魂锁典狱长薛定谔,http://www.bilibili.com/video/av838054660,"燕双鹰附身于柯南，面对罪犯，他有那些话要说呢？
软件：爱剪辑
bgm：燕双鹰音乐-高鹏飞
视频素材：燕双鹰系列，柯南64 集
技术菜鸟一枚，质量渣渣，遇见便是缘！
二次重投",3,253,253,宅家也要放肆嗨&&柯南&&燕双鹰,用燕双鹰的方式打开柯南————我赌你的枪里没有子弹,0
4149,厕所c丶,http://www.bilibili.com/video/av837987562,"BGM:Hyper Potions - Surf
MOD下载地址：http://www.mcbbs.net/thread-692842-1-1.html",13,253,253,bilibili新星计划&&鬼畜调教&&自制&&我的世界&&枪声音乐&&蜜汁带感&&维克的现代战争&&surf&&Minecraft,【我的世界/枪声音乐】 surf 超带感MC枪声音乐,1
4150,-路人甲哦-,http://www.bilibili.com/video/av753064454,第一次创作，如有不好请见谅,1,253,253,金坷垃&&万恶之源&&耳光侠,金  坷  垃  之  争,0
4151,吕口君,http://www.bilibili.com/video/av625595921,-,4,253,253,bilibili新星计划&&窃格瓦拉&&鬼畜调教&&搞笑,歌曲名  :  不可能打工,6
4152,是小文宇啊,http://www.bilibili.com/video/av540652541,求三连加关注啊啊啊啊啊啊啊啊啊啊,12,253,253,bilibili新星计划&&鬼畜调教,鬼 畜 5,0
4153,山顶冻人errr,http://www.bilibili.com/video/av455723213,"如果你不点赞，我就不能抱着你。
如果你不三连，我就无法保护你！不要下次一定了，给我一个三连关注吧。--------撕破伤口丶
持续更新，持续整活。",5,253,253,TIAN&&Q宝&&搞笑&&自制&&鬼畜调教&&FPX,【兲宝】国内首款内置了高天亮骚话的人工智障,2
4154,眼圈黑黑的狐,http://www.bilibili.com/video/av413128442,乌仁吉刘洪斌阿古力三神医老戏骨演绎传统鬼畜剧目金坷垃2333333333,9,253,253,搞笑剪辑&&无人机&&鬼畜调教&&神医&&乌仁吉&&阿古力&&金坷垃&&刘洪斌&&文艺复兴&&老戏骨,【神医鬼畜】金坷垃，神医老戏骨版金坷垃,1
4155,一只孤独的肥牛,http://www.bilibili.com/video/av413100848,,3,253,253,bilibili新星计划&&搞笑&&郭老师&&迷人的郭老师&&蜡笔小新,蜡笔小郭 肚子疼,3
4300,空空空寂,http://www.bilibili.com/video/av243223682,库存,8,231,231,音MAD&&AU&&TOBU&&HOPE,【拍桌侠】HOPE,4
4123,BadGuy_罗逗逗,http://www.bilibili.com/video/av710546010,"今天你苏卡了吗？？
如果你觉得不错求求点个关注吧！这个对我很重要！",8,257,257,bilibili新星计划&&苏卡不列&&电音之王&&周星驰&&CYKABLYAT&&电音&&俄罗斯&&奥利给&&搞笑&&脑洞,不 列 之 王,4
4124,不嗯c,http://www.bilibili.com/video/av710521203,-,4,257,257,鸡你太美&&蔡徐坤,菜虚鲲巡回演唱会  菜鸟站,2
4125,耳朵怀孕的妖精桑,http://www.bilibili.com/video/av370581438,https://www.youtube.com/watch?v=3RpxJT5w7Tc&amp;t=142s,8,257,257,鬼畜调教&&洗脑循环&&美国&&YOUTUBE搬运&&MAGA&&特朗普&&川普&&拜登&&审核噩梦&&美式鬼畜,【美式鬼畜】歪 比 八 波,0
4126,不忆一弦秋,http://www.bilibili.com/video/av200847983,"铁皮常VS对穿肠
为了沧岚，小铁皮挺身而出，迎战魔灵王的手下对穿肠......
最强大战，一触即发
谁，将夺得对王之王的称号？？？
素材来自BV1eE411g7T2
魔灵王头贴来自橙汁大佬
非常感谢！！！！！

感谢大家一个多月的支持！！！！！！！！
可不可以三个连，关个注啊，以后还有很多惊喜！！！",6,257,257,赛尔号&&常长老&&新人&&鬼畜&&沧岚&&对王之王,赛尔号上谁最狂，对王之王铁皮常,1
4127,去看烟火吖,http://www.bilibili.com/video/av925503333,,4,256,256,鬼畜调教&&搞笑视频&&老八&&卢本伟&&芦苇&&鬼畜素材&&广告&&粑粑&&老八秘制小汉堡&&美食家,撤硕时光海苔（老八代言）不笑我吃奥利给,2
4128,仁亦兄,http://www.bilibili.com/video/av883243337,不是俄罗斯的~~~~~~~Z B C,13,256,256,bilibili新星计划&&鬼畜调教&&自制&&编曲&&电音&&蜜汁带感&&音乐&&鬼畜素材,哈拉少（Shao）今天来个俄罗斯的配乐！,1
4129,沙雕小万,http://www.bilibili.com/video/av795510206,,1,256,256,搞笑,老八佩奇,0
4130,loyidentity,http://www.bilibili.com/video/av540828205,,9,256,256,百万剪辑师挑战&&病名为爱&&Z哥&&zettaranc&&zgnb&&音源配布&&球鞋,【Z说鬼畜】《 病 名 为 Z 》,11
4081,WockyLee瓦基里,http://www.bilibili.com/video/av968026738,"病娇理惠子她不香香吗？只是素材较少暂且只有30s啦~
BGM：先进国",5,265,265,公主连结视频征集计划&&公主链接&&二次元鬼畜&&公主连结RE:DIVE&&惠理子&&洗脑&&病娇&&鬼畜&&无限循环,【公主链接/鬼畜】30s理想惠理子,0
4082,gjhjpulz,http://www.bilibili.com/video/av540619511,-,3,265,265,奥利给&&撤硕&&美食&&奥里给&&老八&&搞笑,老 八 粑 粑 冻,1
4083,偷懒贪耍蠢木可,http://www.bilibili.com/video/av540527477,"bgm：unity
素材：BV1s441137bK  av57849659",1,265,265,装机猿&&鬼畜调教&&搞笑视频&&【装机猿鬼畜大赛】,一只奇怪的装机猿,0
4084,nagi想恰鸡腿肉,http://www.bilibili.com/video/av540522016,-,0,265,265,搞笑剪辑&&青春有你2&&淡黄的长裙，蓬松的头发&&孔雪儿&&林凡&&秦牛正威,如果用青你2洗脑歌词给派大星打电话【孔雪儿/秦牛正威/林凡】,2
4085,西部van大枪,http://www.bilibili.com/video/av370582091,我套死你猴子的我,2,265,265,bilibili新星计划&&鬼畜调教&&旭旭宝宝&&搞笑&&DNF&&自制&&大马猴&&花园宝宝,玛卡旭卡——我套你猴子的我,0
4086,咬一口激动的鱼,http://www.bilibili.com/video/av925686200,-,1,264,264,鬼畜调教&&鬼畜素材&&奥利给&&岛市老八&&美食,今天就吃老八秘制小汉堡,0
4087,不靠谱的45鸽,http://www.bilibili.com/video/av883140752,"敲着玩
本来还打算敲2060的，因为懒得卸下来所以就敲1050了(*/ω＼*)",8,264,264,鬼畜调教&&洗脑循环&&音乐&&蜜汁带感&&搞笑&&CSGO&&AWOLNATION&&脑洞大开&&反恐精英&&日常,【CSGO】宅家太无聊所以敲了一首I AM,0
4088,本伊美卡哇伊,http://www.bilibili.com/video/av838373940,"我已经很久都没有做关于赛尔号的作品了，不过这次的作品和以前的有些不同，因为赛尔号而关注我的那些朋友发现了这次的视频和以前的有些什么变化吗?
本伊美是赛尔号的经典动画角色，她有着独特的个性和精致的外表，不仅小朋友们喜欢，也受到了广大宅男猛男们的喜欢，她虽出场不频，但她仅凭屈指可数的戏份博取大量观众们的眼光，以她可爱的人设与独特于其他一样短暂出场的角色的个性，成为了这部动漫最受欢迎的配角，给不少观众们留下深刻的印象！
公布一下视频使用的BGM:
极乐净土
爱河/影流之主
念诗之王/改革春风吹满地",1,264,264,赛尔号&&鬼畜&&改革春风吹满地&&鬼畜调教&&极乐净土&&影流之主,【赛尔号】赛尔号里面的那些突如其来的鬼畜，我看的赛尔号怎么和你们看的不一样?,33
4089,吴傻某QAQ,http://www.bilibili.com/video/av328364061,你知道的，“衫连~”,5,264,264,游戏练级挑战&&搞笑&&搞笑视频&&鬼畜配音,【我的世界】逃离伏拉夫？？？QWQ,9
4090,噜噜噜Raise,http://www.bilibili.com/video/av753026296,求赞！求关注！啊哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈呵呵哈哈哈哈哈哈呵呵哈哈哈哈哈哈呵呵哈哈哈呵呵哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈呵呵哈哈哈,3,263,263,bilibili新星计划&&大司马&&茄子&&海贼王&&白胡子&&PDD,【海贼王】当白胡子的笑遇上pdd，大司马，茄子，的笑声,0
4091,祈lnoriきです,http://www.bilibili.com/video/av540403752,"https://www.youtube.com/watch?v=M2qroMuIluI ，https://www.youtube.com/watch?v=pqm0nOUi3Qg&amp;t=22s
特朗普鬼畜合集",4,263,263,YOUTUBE&&美国&&美国总统&&川建国&&总统&&鬼畜翻唱,油管上播放一个亿的特朗普鬼畜视频合集,1
4108,CoolYE霸气小叶,http://www.bilibili.com/video/av795719940,坐等正片doge,7,260,260,洗脑循环&&枪乐&&耳机&&好听&&烟花&&打上花火&&米津玄师&&电音,打上军火【预告】,0
4109,少女今年七十一,http://www.bilibili.com/video/av753362971,-,1,260,260,搞笑剪辑&&创造营2020&&陈卓璇&&宋凛&&黄景瑜&&是我站的不够高吗,陈卓璇:是我站的还不够高吗？宋凛:我送你登月 那里没人,2
4110,机智di蠢蠢,http://www.bilibili.com/video/av710619861,兄弟们 造它就完啦,3,260,260,bilibili新星计划&&旺仔牛奶&&老八&&奥里给,三 年 六 班 美 食 家 老 八,7
4111,被雷死的蔡爷,http://www.bilibili.com/video/av540802735,2020年疫情期间，专业团队的生意十分惨淡。复工之后，他们的生意却突然兴隆了起来，原因竟然是……你没给我三连。,3,260,260,鬼畜调教&&黑人抬棺&&国外作死,最近专业团队生意兴隆，原因竟然是？,3
4112,狗德发,http://www.bilibili.com/video/av968149358,up第一次做鬼畜，就是没内味[哭笑]，不会调音的我哭了。,13,259,259,bilibili新星计划&&摔跤&&FA&&VAN&&自由&&哲学♂&&文艺复兴&&比利王,哲学♂春风吹满地,1
4113,东升East_rise,http://www.bilibili.com/video/av968080178,"本来是美食视频，也是有了一点灵感，结果被改成了卡点
初级剪辑，斗胆请教各位大佬
不喜勿喷
喜欢的观众老爷给个一键三连哟~~",14,259,259,bilibili新星计划&&鬼畜调教&&BELIEVER&&洗脑循环&&卡点&&踩点&&梦龙&&意大利面&&音乐&&剪辑,【believer】| 卡点 | 我做意大利面时敲了一首believer,6
4114,佳乐L,http://www.bilibili.com/video/av925825974,,1,259,259,沙雕日常&&搞笑&&鬼畜调教&&剪辑&&搞笑视频&&周淑怡&&卢本伟&&药水哥&&夏洛特烦恼,水怡往事,0
4115,空虛之时,http://www.bilibili.com/video/av840794294,纯属娱乐,1,259,259,哈拉少&&鬼畜调教&&剪辑,Rap 哈拉少,0
4116,是绯世不是金木,http://www.bilibili.com/video/av840526534,-,7,259,259,奥利给&&鬼畜调教&&假面骑士&&岛市老八&&老八,粑  粑  骑  士,1
4061,翻猫猫,http://www.bilibili.com/video/av838136035,"视频素材：《辉夜大小姐想让我告白～天才们的恋爱头脑战～》
绿幕素材来源：BV1sQ4y1T7z1
BGM：花泽香菜 -《恋爱循环》",8,269,269,bilibili新星计划&&动漫&&鬼畜&&鬼畜调教&&辉夜&&辉夜大小姐想让我告白&&恋爱循环&&藤原书记,【辉夜rap】辉夜大小姐想在会长生日唱恋爱循环,3
4218,宇智波SHY,http://www.bilibili.com/video/av243177810,-,3,242,242,奥利给&&洗脑循环&&自制&&搞笑&&雷霆&&鬼畜调教,雷霆嘎巴。哈拉少,0
4219,-DoubleTears-,http://www.bilibili.com/video/av968209191,嗯哼 素材是...大帅B、夏夏、烤鸭,11,241,241,进击的单身狗&&情人节&&枪声&&REMIX&&棉花糖&&电音&&枪声音乐,【枪声音乐】孤单一人又何妨 Alone - Marshmello【高制作】,7
4220,Lia酱来也,http://www.bilibili.com/video/av838324027,求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！求点赞，求推荐！,1,241,241,全能打卡挑战&&易烊千玺,想知道易烊千玺  是怎么上网课的吗,7
4041,写轮眼海绵宝宝,http://www.bilibili.com/video/av455783144,三连别忘了哦,1,273,273,熊出没&&熊凤山&&韭菜&&噶韭菜&&雄氏老方&&光头吴克&&雄凤山&&鬼畜配音&&老八,吴克的韭菜（上）,2
4042,芝芝喔_,http://www.bilibili.com/video/av328055013,-,3,273,273,JOJO&&JOJO的奇妙冒险&&鬼畜调教&&黄金之风&&处刑曲&&蜜汁带感,JOJO的奇妙音乐,2
4043,冰红茶三块,http://www.bilibili.com/video/av285803668,"相关游戏：绝地求生
素材：@--啊K
BGM：City Needs Sleep (Fox Stevenson Remix)-TwoThirds、Priority One",10,273,273,枪乐&&枪声&&吃鸡&&绝地求生&&带感&&枪声音乐&&MC,【枪声音乐】City Needs sleep,6
4044,瞎晃,http://www.bilibili.com/video/av883085954,"很快就到你家门口
很快就到你家门口
很快就到你家门口
很快就到你家门口
很快就到你家门口
很快就到你家门口
很快就到你家门口
很快就到你家门口",2,272,272,nt&&伏拉夫&&财富密码&&我爱中国&&爱国,【伏拉夫】很快就到你家门口,5
4045,GYmxl工作室,http://www.bilibili.com/video/av840859241,"素材：@LLLL_wen @炊饼123
emm,怀念经典，那啥g胖gkd,就算买不起我也要见到qwq。
视频是我去打开了尘封已久的半条命里录制的awa",21,272,272,鬼畜调教&&单机游戏&&枪乐&&卡点&&半条命&&半衰期&&主题曲&&v社,【枪声音乐】半条命全主题曲（正在更新）,0
4046,曲终QwQ人散,http://www.bilibili.com/video/av840596608,"素材来源：
cod16：@源初の黯
CS:GO：@PUBG-BO
BF4：假期End
cod15：@烤鸭不好吃
（多数素材来源已经不太记得，知道的可以在评论区补充）
合作方：罗德岛-普罗旺斯 叶の隐
有什么好的建议或者意见可以在评论下方留言~~~~~~
求求你们看完视频后点个赞吧嘤嘤嘤",12,272,272,打开吧！脑洞&&合作&&枪乐,【三人合作单曲】Fractures,2
4047,qfegy,http://www.bilibili.com/video/av455613412,,2,272,272,bilibili新星计划&&李云龙&&刺客信条&&孙笑川&&鬼畜调教&&卢本伟&&奥力给&&pdd,李 云 龙 信 条：英 灵 殿 2,2
4048,Jasonsya,http://www.bilibili.com/video/av370530227,-,0,272,272,动漫&&万恶之源,奇怪的踩点？,0
4196,黄豆鸡蛋,http://www.bilibili.com/video/av625565289,这首歌做起来难度真的挺大的，努力调了好久。另外填词方面，老八的音源我收集的比较少，导致很多想用的字在我的音源库里没能找到。,4,245,245,全能打卡挑战&&shape of you&&老八&&心酸老八&&鬼畜调教&&干了兄弟们,老八《SHAPE OF YOU》,1
4197,泄佬板,http://www.bilibili.com/video/av540796493,"新人作品，多多关照
BGM：FMix China style--ForceZL
狗头保命",3,245,245,梁非凡&&刘醒&&鬼畜&&音乐,【刘醒x梁非凡】疫情期间两名警员竟互相对骂？？？,0
4198,Nameless丶君,http://www.bilibili.com/video/av540654148,"本人第一次做鬼畜视频，有不足的地方欢迎大家指出。
不知道为什么，视频做出来后分辨率很低，不能够占满屏幕。。希望大家谅解。
还请大家三连支持一下。我会更加努力哒！",2,245,245,搞笑剪辑&&PDD&&卢本伟&&孙笑川&&旭旭宝宝&&药水哥&&鬼畜配音&&创作新秀奖&&宝哥&&鬼畜,新人巨作 《坦克五傻》第一集 卢本伟，PDD，孙笑川，旭旭宝宝，药水哥领携主演,2
4199,大大泡大大芙,http://www.bilibili.com/video/av328051755,"第一次做鬼畜，能不能给个3连。大哥大姐们感谢你们
么么哒。干了4个小时的成果！！！
新人鬼畜UP主能不能关注，如果有新的点子可以私聊我哦！！！
重要的事说3遍！！！三连！！！三连！！！三连！！！素质！！！",6,245,245,bilibili新星计划&&对王之王&&王对之王,[对王之王]我对我自己,2
4200,愿梦到尝试,http://www.bilibili.com/video/av883330899,-,1,244,244,自制&&鬼畜,简简单单来恶搞,0
4021,安鸡蒜,http://www.bilibili.com/video/av795762267,"大声大喊奥里给，所有东西都下胃！！！
记得点赞投币加关注，观看鬼畜不迷路。",10,276,276,bilibili新星计划&&搞笑&&鬼畜调教&&老八&&洗脑循环&&岛市老八&&奥利给&&穷开心&&鬼畜&&鬼畜调音,【老八】穷开吃 大声大喊奥里给，所有东西都下胃！！！,3
4022,慕华芳雪,http://www.bilibili.com/video/av795695389,"原素材：AV59005099
新人UP自学第二作，喜欢的请三联支持一下",10,276,276,明日方舟·移动中枢&&鬼畜调教&&自制&&搞笑&&搞笑视频&&明日方舟&&刀客塔&&罗德岛&&Q宝,【明日方舟】泰拉首款内置干员语音的智能机器人罗德宝,18
4023,暗凯君,http://www.bilibili.com/video/av795506527,,7,276,276,bilibili新星计划&&鬼畜调教&&洗脑循环&&搞笑&&蜜汁带感&&搞笑视频&&蔡徐坤&&鸡你太美&&藤原书记&&dancin,史上最骚Dancin,3
4024,艾龙X,http://www.bilibili.com/video/av200569896,无情哈喽少,1,276,276,音MAD&&洗脑循环&&鬼畜调教&&合集&&高能&&鬼畜素材,快手 新二 独门绝技集合,0
4025,孤寂の荒芜,http://www.bilibili.com/video/av883017076,当欧力给和猪猪侠在一起的时候,1,275,275,鬼畜配音&&猪猪侠&&洗脑循环,鬼畜欧力给猪猪侠,1
4026,Kriemhilde,http://www.bilibili.com/video/av625855863,"加了水印字幕和别的
P2是原来的（别问为什么录下来 因为视频删了）
BGM
HoneyComeBear-Achille(MirukuBootleg)
FN007-ForgiveMe
YUC&#39;e-bluelove(PSYQUI Remix)
DOUGHNUT-さくらみこ
QUAKE-TSAR
Nhato-Hell&#39;s Sun
PACK
COD15：SZJ
COD11：Jaloobles
COD12：蓝叶/？/Zenky/？
BF4：？
COD8：森野晶
COD16：自录",26,275,275,鬼畜调教&&自制&&GUN SYNC&&电音&&蜜汁带感&&枪乐,【BGSC R2/GUN SYNC】不会弄了 真好,2
4027,狗啸帝,http://www.bilibili.com/video/av498261987,"https://m.youtube.com/watch?v=4bhB1gyMH5M
这个原先是cartoonlover98的，后来不知道什么原因被删了",4,275,275,YTP&&YOUTUBE&&小猪佩奇&&粉红猪小妹&&托马斯小火车&&动漫恶搞&&鬼畜调教&&恶搞&&托马斯&&祖安佩奇,【YTP】托马斯小火车与不好的小猪佩奇恶搞鬼畜版,1
4028,华筝不是公主啊,http://www.bilibili.com/video/av413189991,仅以我们可爱的物理老师电子教育课堂语录，敬我们逝去的网课时光,10,275,275,田亚新&&Q宝,【田亚新宝】敬我们的网课时光,30
4029,摇扇听FA语,http://www.bilibili.com/video/av285593170,"观刘谦主演的微型舞台剧有感。
原曲 Les Rois Du Monde。",7,275,275,VAN&&FA&&世界之王&&Les Rois Du Monde,【fa乐器】世界之王,0
4030,怪杰源哥,http://www.bilibili.com/video/av285521779,卢本伟早期做相声珍贵资料，一个双口相声《报菜名》带给大家，喜欢三连支持一下,7,275,275,bilibili新星计划&&鬼畜调教&&卢本伟&&五五开&&自制&&搞笑视频&&卢本伟牛逼&&卢姥爷&&55开&&LBWNB,【卢本伟】这才叫真正的报菜名,3
4031,明朝永乐皇帝,http://www.bilibili.com/video/av795617530,童年鞋垫,4,274,274,全能打卡挑战&&王司徒&&葛平&&金坷垃&&元首&&诸葛亮&&米奇妙妙屋&&米老鼠,【全明星】光头妙妙屋,1
4001,大白最黑,http://www.bilibili.com/video/av243200924,"他一直都挺成功的……
我还年轻……",13,282,282,马云&&米津玄师&&鬼畜&&鬼畜调教&&阿里巴巴&&Loser,【马云】Loser,2
4002,狗啸帝,http://www.bilibili.com/video/av968057632,"https://m.youtube.com/watch?v=c5rTY1NpwE4
佩奇也太可怜了吧",8,281,281,YOUTUBE&&动漫恶搞&&小猪佩奇&&粉红猪小妹&&YTP&&恶搞&&鬼畜调教&&可怜&&毁童年,【MLG？YTP】小猪佩奇教你怎么自拍,8
4003,毁灭世界上,http://www.bilibili.com/video/av925588544,封号警告,3,281,281,bilibili新星计划&&陈睿&&哲学♂&&喊麦&&搞笑,陈睿用喊麦的方式推荐哲学～封号警告,0
4004,冷裘A,http://www.bilibili.com/video/av625647025,啊这,2,281,281,bilibili新星计划&&老八&&花园宝宝,玛卡八卡,0
4005,休可,http://www.bilibili.com/video/av243113606,芦苇铠甲大战四大凶兽,4,281,281,全能打卡挑战&&卢本伟&&搞笑&&铠甲勇士&&蔡徐坤&&卢姥爷&&孙笑川&&帝皇铠甲&&特摄&&童年,芦 苇 铠 甲 合 体,4
4006,Skyiln,http://www.bilibili.com/video/av498354855,"如果觉得这期视频还可以的。麻烦点个赞支持一下我吧，我不建议你来个三连啥的awa
这个是“一只随风吖的鬼畜我的视频”的鬼畜（禁止套娃
第一次当欠债调音师，有点不好意思，音调的有些地方有点不像，希望大家多多包涵，告诉我一下适合鬼畜的软件啥的
如果喜欢mc或花切视频的，也可以去看我的主页，我们下期见~",2,280,280,bilibili新星计划&&鬼畜&&黑人抬棺&&小鸟伏特加&&沙雕时刻&&搞笑视频&&万恶之源&&猎奇&&无情哈拉少&&dissback&&镇站之宝,当小鸟伏特加遇上黑人抬棺,0
4007,TUOLESI_高尔稽,http://www.bilibili.com/video/av840872610,～～～,2,279,279,华为&&伏拉夫&&我爱中国&&财富密码&&洋垃圾,伏拉夫代言8848华为手机,0
4172,优酷酷世界,http://www.bilibili.com/video/av883264108,找到港普奇才皇后凉凉蔡少芬口中寻找多年的“遗弃君”义祁君，不看义祁君，臣妾做不到啊~,0,249,249,蔡少芬&&皇后&&亲爱的义祁君,终于找到港普奇才皇后凉凉蔡少芬口中寻找多年的“遗弃君”,0
4173,52577040449_bili,http://www.bilibili.com/video/av753130993,-,2,249,249,音MAD&&洗脑循环&&鬼畜调教&&自制&&耳机&&耳朵怀孕,保护耳朵别听完,2
4174,王二解,http://www.bilibili.com/video/av370868141,,1,249,249,鬼畜调教&&我的滑板鞋,我的停车位,0
4175,bili_MC冰gua君,http://www.bilibili.com/video/av840501259,-,2,248,248,老八&&八哥&&撤硕&&过审&&心酸老八&&粑粑,老八,0
4176,黑人魁魅一笑,http://www.bilibili.com/video/av795634624,"来源于网络
。。。。。。。。。。。。",14,248,248,高飞&&补档&&万恶之源,雄鹰高飞鬼畜补档,0
4177,大丿铁锅,http://www.bilibili.com/video/av710789645,好久没做鬼畜了,1,248,248,全能打卡挑战&&天龙&&大威天龙&&鬼畜调教&&赵文卓&&法海&&青蛇,大威天龙,0
4178,面条小鸽,http://www.bilibili.com/video/av710781908,"新鬼畜记得多多支持一下啊
还有一件事，就是做起来发现大鸽的BGM好像有点太大声了",6,248,248,跳伞&&面条大鸽&&贝肯熊&&搞笑&&雨伞,贝肯鸽:大鸽跳伞,1
4179,BraverRover小形,http://www.bilibili.com/video/av540774362,"我做到了！枪声音乐五连更！！！
这回真的是暑假前的最后一次更新了，我成为up主也将近一个月了，感谢大家这一个月以来对我的支持，你们的支持就是我最大的动力，我是新人up主BraverRover，喜欢的话欢迎投币点赞支持一下哦~~~
使用素材：COD15：无声梦如虚度",7,248,248,枪声&&枪乐&&节奏&&使命召唤&&卡点&&COD&&BGM&&枪械,【枪声音乐】简单才好，这才是枪声音乐应该有的感觉。,0
4156,倔强的Me,http://www.bilibili.com/video/av328006630,"BGM：Purple Passion
喜欢的点个赞吧！",2,253,253,bilibili新星计划&&老八&&奥利给&&美汁汁&&美食家&&岛市老八&&老八秘制小汉堡&&俘虏&&Purple Passion,老八:美食做滴彳亍不彳亍,3
4157,统治地球的小球球,http://www.bilibili.com/video/av840578581,"一手差活整的稀烂系列
（没有爱河）
素材取自游戏内
喜欢的可以点个赞、投个票
不喜欢的请不要点举报（滑稽）
支持一下这个凑不要莲的萌新吧
谢谢！！！",6,252,252,从零开始的露格尼卡日常&&影流之主&&怠惰&&RE0&&从零开始的异世界生活&&鬼畜&&大罪司教,【re0】随时随地，想跳就跳,17
4158,知所云的咸鱼,http://www.bilibili.com/video/av625852468,"新视频。求个三连啦
关注一下up猪吧
日更，每天为您带来一份快乐！",1,252,252,粑粑&&岛市老八&&小汉堡&&汉堡&&黑暗料理&&美食家&&撤硕&&俘虏,万 通 筋 骨 粑 粑 片,0
4159,LeoGreenn,http://www.bilibili.com/video/av840773318,笑死我了,4,251,251,百万剪辑师挑战&&哈利波特&&大威天龙&&搞笑,【大威天龙】哈利：这才是大威天龙！,4
4160,A-泽熙同学,http://www.bilibili.com/video/av753028167,"素材来源:BV1Ws41197n9
bgm:God know
闲的没事肝出来的，给个赞好不好呀",5,251,251,轻音少女&&动漫&&京阿尼&&凉宫春日的忧郁&&动漫歌曲&&二次元鬼畜,用轻音少女打开God know...,1
3981,夏流静,http://www.bilibili.com/video/av838058790,我要和静流姐姐过一辈子双居生活,8,285,285,GUNSYNC&&退坑&&枪声音乐,我退坑了,0
